SampleID,SampleNumber,Project,Location,SiteID,ProfileID,NatBiome,CoverType,Position,Lithology,SoilFormation,MinDepth,MaxDepth,MidDepth,Horizon_Full,Horizon,Extractant,ppm_NH4.N,ugNH4.N_gDrySoil,ppm_NO3.N,ugNO3.N_gDrySoil,ppm_PO4.P,ugPO4.P_gDrySoil,RootMass_mg_gsoil,pH,STL_SoilP_ExtractionMethod,STL_SoilP_ppm,STL_ugP_gDrySoil,Soil_PercC,Soil_MgCg,SoilPO4.P_ug_g,MAP,DomVeg,P_Efficiency
CC4-FRES-58-73,508,FRES,Coal Creek ,Coal Creek (FRES),CC4,Alpine Forest,Aspen,Toeslope,Sandstone,Colluvium,58,73,65.5,2CBw2,C,Apase,0.0648,0.353917619,0,0,0.0124,0.067724976,1.245358063,NA,Mehlich-3,19,190,2.63843,26.3843,0.2272,600,Deciduous woody spp,0.000356447
CC5-FRES-0-4,71,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,0,4,2,Oe,O,Oxalic Acid,1.9355,13.75217125,0,0,4.552964043,32.34985338,74.18724623,NA,Mehlich-3,27,270,20.6932,206.932,4.0193,600,Evergreen woody spp,0.119814272
CC5-FRES-0-4,290,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,0,4,2,Oe,O,Malic Acid,2.3892,16.8418823,0,0,2.888774915,20.36347192,74.18724623,NA,Mehlich-3,27,270,20.6932,206.932,4.0193,600,Evergreen woody spp,0.075420266
CC5-FRES-0-4,509,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,0,4,2,Oe,O,Apase,NA,NA,NA,NA,NA,NA,74.18724623,NA,Mehlich-3,27,270,20.6932,206.932,4.0193,600,Evergreen woody spp,NA
CC5-FRES-100,79,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,100,110,105,Cr ,C,Oxalic Acid,0.0866,0.470911523,0,0,0.517443922,2.813744868,NA,NA,Mehlich-3,34,340,1.02853,10.2853,NA,600,Evergreen woody spp,0.00827572
CC5-FRES-100,517,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,100,110,105,Cr ,C,Apase,0,0,0,0,0.0076,0.041327108,NA,NA,Mehlich-3,34,340,1.02853,10.2853,NA,600,Evergreen woody spp,0.00012155
CC5-FRES-100,298,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,100,110,105,Cr ,C,Malic Acid,0,0,0,0,0.508334305,2.753239716,NA,NA,Mehlich-3,34,340,1.02853,10.2853,NA,600,Evergreen woody spp,0.008097764
CC5-FRES-15-21,512,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,15,21,18,E/Bt1,B,Apase,0.1213,0.687309384,0,0,0.0571,0.323539702,14.39605517,NA,Mehlich-3,74,740,1.46282,14.6282,2.9556,600,Evergreen woody spp,0.000437216
CC5-FRES-15-21,293,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,15,21,18,E/Bt1,B,Malic Acid,0.2018,1.154804218,0,0,2.77796946,15.89698142,14.39605517,NA,Mehlich-3,74,740,1.46282,14.6282,2.9556,600,Evergreen woody spp,0.021482407
CC5-FRES-15-21,74,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,15,21,18,E/Bt1,B,Oxalic Acid,0.2507,1.423316747,0,0,5.919339164,33.60628066,14.39605517,NA,Mehlich-3,74,740,1.46282,14.6282,2.9556,600,Evergreen woody spp,0.045413893
CC5-FRES-21-37.5,513,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,21,37.5,29.25,E/Bt2,B,Apase,0.0577,0.31829357,0,0,0.0638,0.351943324,4.746380004,NA,Mehlich-3,60,600,1.19484,11.9484,3.2039,600,Evergreen woody spp,0.000586572
CC5-FRES-21-37.5,75,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,21,37.5,29.25,E/Bt2,B,Oxalic Acid,0.1752,0.970323197,0,0,6.527696793,36.15282888,4.746380004,NA,Mehlich-3,60,600,1.19484,11.9484,3.2039,600,Evergreen woody spp,0.060254715
CC5-FRES-21-37.5,294,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,21,37.5,29.25,E/Bt2,B,Malic Acid,0.116,0.639896953,0,0,2.545914442,14.04416287,4.746380004,NA,Mehlich-3,60,600,1.19484,11.9484,3.2039,600,Evergreen woody spp,0.023406938
CC5-FRES-37.5-53,514,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,37.5,53,45.25,Bt1,B,Apase,0.0241,0.140484263,0,0,0.0396,0.230837212,4.522174055,5.4,Mehlich-3,105,1050,1.39777,13.9777,3.2086,600,Evergreen woody spp,0.000219845
CC5-FRES-37.5-53,76,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,37.5,53,45.25,Bt1,B,Oxalic Acid,0.0997,0.576579229,0,0,4.358600583,25.20640486,4.522174055,5.4,Mehlich-3,105,1050,1.39777,13.9777,3.2086,600,Evergreen woody spp,0.0240061
CC5-FRES-37.5-53,295,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,37.5,53,45.25,Bt1,B,Malic Acid,0,0,0,0,3.290057116,19.21675544,4.522174055,5.4,Mehlich-3,105,1050,1.39777,13.9777,3.2086,600,Evergreen woody spp,0.018301672
CC5-FRES-4-7,510,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,4,7,5.5,A,A,Apase,0.2573,1.579752643,0,0,0.1253,0.769308224,9.284265172,5.35,Mehlich-3,12,120,3.60322,36.0322,0.7203,600,Evergreen woody spp,0.006410902
CC5-FRES-4-7,291,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,4,7,5.5,A,A,Malic Acid,0.5844,3.573734883,0,0,0.749201539,4.581532639,9.284265172,5.35,Mehlich-3,12,120,3.60322,36.0322,0.7203,600,Evergreen woody spp,0.038179439
CC5-FRES-4-7,72,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,4,7,5.5,A,A,Oxalic Acid,0.5992,3.635216463,0,0,1.157434402,7.021903526,9.284265172,5.35,Mehlich-3,12,120,3.60322,36.0322,0.7203,600,Evergreen woody spp,0.058515863
CC5-FRES-53-69,296,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,53,69,61,Bt2,B,Malic Acid,0,0,0,0,2.36869099,13.24479684,2.463327479,NA,Mehlich-3,113,1130,1.17697,11.7697,1.9206,600,Evergreen woody spp,0.011721059
CC5-FRES-53-69,515,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,53,69,61,Bt2,B,Apase,0,0,0,0,0.0291,0.161753043,2.463327479,NA,Mehlich-3,113,1130,1.17697,11.7697,1.9206,600,Evergreen woody spp,0.000143144
CC5-FRES-53-69,77,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,53,69,61,Bt2,B,Oxalic Acid,0.0717,0.404125803,0,0,5.196307094,29.28816985,2.463327479,NA,Mehlich-3,113,1130,1.17697,11.7697,1.9206,600,Evergreen woody spp,0.025918734
CC5-FRES-69-100,516,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,69,100,84.5,Cr ,C,Apase,0,0,0,0,0,0,0.201307624,5.52,Mehlich-3,34,340,0.834581,8.34581,0.0961,600,Evergreen woody spp,0
CC5-FRES-69-100,78,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,69,100,84.5,Cr ,C,Oxalic Acid,0.0456,0.247146681,0,0,0.673469388,3.650125522,0.201307624,5.52,Mehlich-3,34,340,0.834581,8.34581,0.0961,600,Evergreen woody spp,0.010735663
CC5-FRES-69-100,297,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,69,100,84.5,Cr ,C,Malic Acid,0,0,0,0,0.498542954,2.696715179,0.201307624,5.52,Mehlich-3,34,340,0.834581,8.34581,0.0961,600,Evergreen woody spp,0.007931515
CC5-FRES-7-15,292,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,7,15,11,E,E,Malic Acid,0.1786,1.028426018,0,0,1.756078797,10.11196598,11.68800598,NA,Mehlich-3,52,520,1.4628,14.628,1.4884,600,Evergreen woody spp,0.019446088
CC5-FRES-7-15,511,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,7,15,11,E,E,Apase,0.0974,0.559746541,0,0,0.064,0.367800602,11.68800598,NA,Mehlich-3,52,520,1.4628,14.628,1.4884,600,Evergreen woody spp,0.000707309
CC5-FRES-7-15,73,FRES,Coal Creek ,Coal Creek (FRES),CC5,Alpine Forest,Spruce,Midslope,Sandstone,Colluvium/Residuum,7,15,11,E,E,Oxalic Acid,0.2087,1.206528104,0,0,3.633624879,21.00656702,11.68800598,NA,Mehlich-3,52,520,1.4628,14.628,1.4884,600,Evergreen woody spp,0.040397244
EKS-A-EPSCOR-S005,333,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,0,5,2.5,Ap1,A,Malic Acid,0.3219,2.010871173,2.4113,15.0631055,13.2803357,82.96068415,0.031331804,7,Mehlich-3,116,1160,2.17775,21.7775,NA,1000,Herbaceous spp,0.071517831
EKS-A-EPSCOR-S005,552,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,0,5,2.5,Ap1,A,Apase,0.1076,0.677457089,1.8677,11.75916919,1.16681132,7.346325281,0.031331804,7,Mehlich-3,116,1160,2.17775,21.7775,NA,1000,Herbaceous spp,0.006333039
EKS-A-EPSCOR-S005,114,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,0,5,2.5,Ap1,A,Oxalic Acid,0.2264,1.436743095,1.5999,10.15302685,24.68451555,156.6488837,0.031331804,7,Mehlich-3,116,1160,2.17775,21.7775,NA,1000,Herbaceous spp,0.135042141
EKS-A-EPSCOR-S015,115,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,5,15,10,Ap1,A,Oxalic Acid,0.1929,1.206903714,0.5795,3.625716447,31.36090848,196.2135663,0.048714223,7,Mehlich-3,126,1260,1.7082725,17.082725,NA,1000,Herbaceous spp,0.155725053
EKS-A-EPSCOR-S015,553,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,5,15,10,Ap1,A,Apase,0.0827,0.519480559,1.1828,7.429765475,1.94551346,12.22075476,0.048714223,7,Mehlich-3,126,1260,1.7082725,17.082725,NA,1000,Herbaceous spp,0.009699012
EKS-A-EPSCOR-S015,334,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,5,15,10,Ap1,A,Malic Acid,0.211,1.330688807,1.199,7.561591846,18.74675689,118.22796,0.048714223,7,Mehlich-3,126,1260,1.7082725,17.082725,NA,1000,Herbaceous spp,0.093831714
EKS-A-EPSCOR-S030,554,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,15,30,22.5,Ap2,A,Apase,0.101,0.658778716,0.9044,5.899004657,0.831772518,5.425287436,0.063027954,6.9,Mehlich-3,89,890,1.29933,12.9933,NA,1000,Herbaceous spp,0.006095829
EKS-A-EPSCOR-S030,116,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,15,30,22.5,Ap2,A,Oxalic Acid,0.1453,0.945836519,0.522,3.397981162,15.28346386,99.48835686,0.063027954,6.9,Mehlich-3,89,890,1.29933,12.9933,NA,1000,Herbaceous spp,0.111784671
EKS-A-EPSCOR-S030,335,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,15,30,22.5,Ap2,A,Malic Acid,0.1759,1.147318575,0.9358,6.103813089,10.57531181,68.97812209,0.063027954,6.9,Mehlich-3,89,890,1.29933,12.9933,NA,1000,Herbaceous spp,0.077503508
EKS-A-EPSCOR-S075,117,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,30,75,52.5,AB/2Bt,A,Oxalic Acid,0.1081,0.697900375,0.7382,4.765865464,2.648411018,17.09830751,0.016128683,6.65,Mehlich-3,16,160,0.78499375,7.8499375,NA,1000,Herbaceous spp,0.106864422
EKS-A-EPSCOR-S075,336,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,30,75,52.5,AB/2Bt,A,Malic Acid,0.1159,0.748257664,1.1531,7.444485867,0.697470568,4.502913699,0.016128683,6.65,Mehlich-3,16,160,0.78499375,7.8499375,NA,1000,Herbaceous spp,0.028143211
EKS-A-EPSCOR-S075,555,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,30,75,52.5,AB/2Bt,A,Apase,0.0902,0.583501527,1.191,7.704548983,0.0492,0.31827356,0.016128683,6.65,Mehlich-3,16,160,0.78499375,7.8499375,NA,1000,Herbaceous spp,0.00198921
EKS-A-EPSCOR-S150,556,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,75,120,97.5,2Btss,B,Apase,0.096,0.598824851,0.7523,4.692665995,0.0969,0.604438834,0.033850806,7,Mehlich-3,7,70,0.3877425,3.877425,NA,1000,Herbaceous spp,0.00863484
EKS-A-EPSCOR-S150,118,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,75,120,97.5,2Btss,B,Oxalic Acid,0.0988,0.617523157,0.7633,4.770803905,3.230734547,20.19284815,0.033850806,7,Mehlich-3,7,70,0.3877425,3.877425,NA,1000,Herbaceous spp,0.288469259
EKS-A-EPSCOR-S150,337,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-A,Grassland,Crop,NA,Limestone/Shale,Loess,75,120,97.5,2Btss,B,Malic Acid,0.1242,0.771649215,0.6957,4.322353937,0.481137512,2.989286502,0.033850806,7,Mehlich-3,7,70,0.3877425,3.877425,NA,1000,Herbaceous spp,0.042704093
EKS-N-EPSCOR-S005,338,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,0,5,2.5,A,A,Malic Acid,1.9172,11.25416531,0.106,0.62223113,0.520083926,3.052947255,9.958895813,6.2,Mehlich-3,3,30,3.20407,32.0407,NA,1000,Herbaceous spp,0.101764909
EKS-N-EPSCOR-S005,119,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,0,5,2.5,A,A,Oxalic Acid,1.5236,8.908201139,0.0571,0.333852904,0.567455807,3.317806817,9.958895813,6.2,Mehlich-3,3,30,3.20407,32.0407,NA,1000,Herbaceous spp,0.110593561
EKS-N-EPSCOR-S005,557,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,0,5,2.5,A,A,Apase,0.5971,3.505039696,0.0647,0.379795794,0.1582,0.928650611,9.958895813,6.2,Mehlich-3,3,30,3.20407,32.0407,NA,1000,Herbaceous spp,0.03095502
EKS-N-EPSCOR-S015,558,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,5,15,10,A,A,Apase,0.2929,1.775763885,0,0,0.0336,0.203706612,2.581173103,6.2,Mehlich-3,1,10,1.897933333,18.97933333,NA,1000,Herbaceous spp,0.020370661
EKS-N-EPSCOR-S015,120,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,5,15,10,A,A,Oxalic Acid,0.7958,4.805661768,0,0,0.279222,1.686160455,2.581173103,6.2,Mehlich-3,1,10,1.897933333,18.97933333,NA,1000,Herbaceous spp,0.168616046
EKS-N-EPSCOR-S015,339,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,5,15,10,A,A,Malic Acid,0.8214,5.049897711,0,0,0.211386061,1.29958362,2.581173103,6.2,Mehlich-3,1,10,1.897933333,18.97933333,NA,1000,Herbaceous spp,0.129958362
EKS-N-EPSCOR-S030,559,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,15,30,22.5,AB,A,Apase,0.1483,0.91784717,0,0,0,0,4.386771613,5.9,Mehlich-3,1,10,1.557686667,15.57686667,NA,1000,Herbaceous spp,0
EKS-N-EPSCOR-S030,121,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,15,30,22.5,AB,A,Oxalic Acid,0.3224,2.003307645,0,0,0.1125,0.699045006,4.386771613,5.9,Mehlich-3,1,10,1.557686667,15.57686667,NA,1000,Herbaceous spp,0.069904501
EKS-N-EPSCOR-S030,340,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,15,30,22.5,AB,A,Malic Acid,0.3069,1.914607531,0,0,0.0868,0.54150516,4.386771613,5.9,Mehlich-3,1,10,1.557686667,15.57686667,NA,1000,Herbaceous spp,0.054150516
EKS-N-EPSCOR-S075,560,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,30,75,52.5,2Bt/2E,B,Apase,0.0652,0.424059745,0,0,0,0,2.23240265,5.85,Mehlich-3,0,0,0.6373145,6.373145,NA,1000,Herbaceous spp,NA
EKS-N-EPSCOR-S075,122,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,30,75,52.5,2Bt/2E,B,Oxalic Acid,0.1435,0.927721748,0,0,0.0054,0.034910784,2.23240265,5.85,Mehlich-3,0,0,0.6373145,6.373145,NA,1000,Herbaceous spp,NA
EKS-N-EPSCOR-S075,341,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-N,Grassland,NativePrairie,NA,Limestone/Shale,Loess,30,75,52.5,2Bt/2E,B,Malic Acid,0.1326,0.853838332,0,0,0,0,2.23240265,5.85,Mehlich-3,0,0,0.6373145,6.373145,NA,1000,Herbaceous spp,NA
EKS-P-EPSCOR-S005,342,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,0,5,2.5,Ap,A,Malic Acid,1.4201,7.920189741,0,0,0.614080895,3.424855436,7.544970412,6,Mehlich-3,3,30,2.3882175,23.882175,NA,1000,Herbaceous spp,0.114161848
EKS-P-EPSCOR-S005,561,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,0,5,2.5,Ap,A,Apase,0.46,2.555394225,0,0,0.1726,0.958828355,7.544970412,6,Mehlich-3,3,30,2.3882175,23.882175,NA,1000,Herbaceous spp,0.031960945
EKS-P-EPSCOR-S005,123,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,0,5,2.5,Ap,A,Oxalic Acid,1.1639,6.55622275,0,0,0.714646689,4.025588866,7.544970412,6,Mehlich-3,3,30,2.3882175,23.882175,NA,1000,Herbaceous spp,0.134186296
EKS-P-EPSCOR-S015,562,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,5,15,10,AB,A,Apase,0.2024,1.173256504,0,0,0.0256,0.14839608,2.230394711,6.1,Mehlich-3,1,10,1.5168825,15.168825,NA,1000,Herbaceous spp,0.014839608
EKS-P-EPSCOR-S015,124,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,5,15,10,AB,A,Oxalic Acid,0.4622,2.689961821,0,0,0.2427,1.412491852,2.230394711,6.1,Mehlich-3,1,10,1.5168825,15.168825,NA,1000,Herbaceous spp,0.141249185
EKS-P-EPSCOR-S015,343,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,5,15,10,AB,A,Malic Acid,0.4511,2.630622078,0,0,0.156048191,0.910006244,2.230394711,6.1,Mehlich-3,1,10,1.5168825,15.168825,NA,1000,Herbaceous spp,0.091000624
EKS-P-EPSCOR-S030,344,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,15,30,22.5,Bt1,B,Malic Acid,0.2085,1.293767664,0,0,0.0454,0.281712479,1.381048248,6.2,Mehlich-3,2,20,1.4062025,14.062025,NA,1000,Herbaceous spp,0.014085624
EKS-P-EPSCOR-S030,563,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,15,30,22.5,Bt1,B,Apase,0.1342,0.826078676,0,0,0,0,1.381048248,6.2,Mehlich-3,2,20,1.4062025,14.062025,NA,1000,Herbaceous spp,0
EKS-P-EPSCOR-S030,125,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,15,30,22.5,Bt1,B,Oxalic Acid,0.2106,1.296364897,0,0,0.0583,0.358870244,1.381048248,6.2,Mehlich-3,2,20,1.4062025,14.062025,NA,1000,Herbaceous spp,0.017943512
EKS-P-EPSCOR-S075,345,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,30,75,52.5,Bt2,B,Malic Acid,0.1126,0.715826458,0,0,0,0,1.898681236,6,Mehlich-3,0,0,0.6786235,6.786235,NA,1000,Herbaceous spp,NA
EKS-P-EPSCOR-S075,126,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,30,75,52.5,Bt2,B,Oxalic Acid,0.0904,0.576994268,0,0,0.0033,0.021062844,1.898681236,6,Mehlich-3,0,0,0.6786235,6.786235,NA,1000,Herbaceous spp,NA
EKS-P-EPSCOR-S075,564,EPSCoR,EKS,Ottawa KS (EPSCoR),EKS-P,Grassland,RegenPrairie,NA,Limestone/Shale,Loess,30,75,52.5,Bt2,B,Apase,0.1043,0.66571352,0.0075,0.0478701,0.0552,0.352323934,1.898681236,6,Mehlich-3,0,0,0.6786235,6.786235,NA,1000,Herbaceous spp,NA
HAY-A-EPSCOR-S005,565,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,0,5,2.5,Ap,A,Apase,0.0976,0.598134507,7.54,46.20834202,0.134,0.821209261,0.127445715,6.2,Mehlich-3,20,200,0.96205575,9.6205575,NA,600,Herbaceous spp,0.004106046
HAY-A-EPSCOR-S005,127,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,0,5,2.5,Ap,A,Oxalic Acid,0.2096,1.279400764,7.5849,46.29831514,6.842921441,41.76926965,0.127445715,6.2,Mehlich-3,20,200,0.96205575,9.6205575,NA,600,Herbaceous spp,0.208846348
HAY-A-EPSCOR-S005,346,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,0,5,2.5,Ap,A,Malic Acid,0.2193,1.328027779,7.8199,47.35542374,1.234251938,7.474331324,0.127445715,6.2,Mehlich-3,20,200,0.96205575,9.6205575,NA,600,Herbaceous spp,0.037371657
HAY-A-EPSCOR-S015,347,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,5,15,10,Ap,A,Malic Acid,0.1242,0.719333709,1.1114,6.436936269,0.416471845,2.412095307,0.127445715,6.2,Mehlich-3,5,50,0.8015105,8.015105,NA,600,Herbaceous spp,0.048241906
HAY-A-EPSCOR-S015,128,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,5,15,10,Ap,A,Oxalic Acid,0.1053,0.614758621,0.9563,5.583035791,3.63044791,21.19514861,0.127445715,6.2,Mehlich-3,5,50,0.8015105,8.015105,NA,600,Herbaceous spp,0.423902972
HAY-A-EPSCOR-S015,566,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,5,15,10,Ap,A,Apase,0.0885,0.512568706,1.1256,6.519178931,0.0281,0.162747804,0.127445715,6.2,Mehlich-3,5,50,0.8015105,8.015105,NA,600,Herbaceous spp,0.003254956
HAY-A-EPSCOR-S030,567,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,15,30,22.5,BA,B,Apase,0.0395,0.23059438,1.1798,6.88747466,0,0,0.453188563,6.8,Mehlich-3,2,20,0.62429525,6.2429525,NA,600,Herbaceous spp,0
HAY-A-EPSCOR-S030,348,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,15,30,22.5,BA,B,Malic Acid,0.1384,0.806349729,1.2477,7.269382637,0.0576,0.335590639,0.453188563,6.8,Mehlich-3,2,20,0.62429525,6.2429525,NA,600,Herbaceous spp,0.016779532
HAY-A-EPSCOR-S030,129,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,15,30,22.5,BA,B,Oxalic Acid,0.0624,0.365737864,1.2177,7.137163422,1.217964718,7.138714982,0.453188563,6.8,Mehlich-3,2,20,0.62429525,6.2429525,NA,600,Herbaceous spp,0.356935749
HAY-A-EPSCOR-S075,349,EPSCoR,HAY,Hays KS (EPSCoR),HAY-A,Grassland,Crop,NA,Limestone/Shale,Loess,30,75,52.5,Bt/Btk,B,Malic Acid,0.2268,1.309917643,0.8386,4.843460914,0,0,0.396877365,8.1,Olsen (pH > 7.4),0,0,0.33580425,3.3580425,NA,600,Herbaceous spp,NA
